term,mean_tfidf_high,mean_tfidf_moderate,mean_tfidf_limited,mean_tfidf_low,term_type
scalable ai,0.004702,0.011129,0.0,0.0,bigram
uk ireland,0.004702,0.014364,0.0,0.0,bigram
ai areas,0.004702,0.0,0.008919,0.0,bigram
outstanding,0.004702,0.006845,0.0,0.0,unigram
issued,0.004702,0.0,0.0,0.063859,unigram
ireland,0.004702,0.014364,0.0,0.0,unigram
key focus,0.004702,0.006845,0.0,0.0,bigram
uk corporate,0.004702,0.0,0.007864,0.0,bigram
hosted,0.004702,0.005889,0.0,0.0,unigram
personal lines,0.004702,0.014364,0.0,0.0,bigram
digital skills,0.004702,0.0,0.006097,0.0,bigram
performance market,0.004702,0.0,0.0,0.037716,bigram
viewed,0.004702,0.011129,0.0,0.0,unigram
continuing build,0.004702,0.006845,0.0,0.0,bigram
time horizon,0.004702,0.0,0.02702,0.0,bigram
fairness transparency,0.004702,0.006866,0.0,0.0,bigram
data cyber,0.004702,0.0,0.006097,0.0,bigram
data skills,0.004702,0.005791,0.0,0.0,bigram
fewer,0.004702,0.006866,0.0,0.0,unigram
uk personal,0.004702,0.006845,0.0,0.0,bigram
sustainable growth,0.004702,0.0,0.007864,0.0,bigram
overall risk,0.004702,0.006845,0.0,0.0,bigram
driven pricing,0.004702,0.006845,0.0,0.0,bigram
disruptive technology,0.004702,0.0,0.006097,0.0,bigram
data governance,0.004702,0.0,0.015958,0.0,bigram
openness,0.004702,0.0,0.007864,0.0,unigram
group committed,0.004702,0.011129,0.0,0.0,bigram
feedback reflecting,0.004702,0.005889,0.0,0.0,bigram
project,0.004702,0.0,0.0,0.117258,unigram
build connections,0.004702,0.005889,0.0,0.0,bigram
ai solve,0.004702,0.005889,0.0,0.0,bigram
business objectives,0.004702,0.0,0.008919,0.0,bigram
reinforce,0.004702,0.005889,0.0,0.0,unigram
use genai,0.004702,0.006866,0.0,0.0,bigram
lines business,0.004702,0.006845,0.0,0.0,bigram
group chair,0.004702,0.0,0.006097,0.0,bigram
enhance operational,0.004702,0.0,0.006097,0.0,bigram
ent,0.004702,0.0,0.008141,0.0,unigram
earn,0.004702,0.0,0.009504,0.0,unigram
driving market,0.004702,0.0,0.008919,0.0,bigram
productivity internal,0.004702,0.0,0.008919,0.0,bigram
including progress,0.004702,0.0,0.008141,0.0,bigram
standing,0.004702,0.006866,0.0,0.0,unigram
financial performance,0.004702,0.005889,0.0,0.0,bigram
focus area,0.004702,0.0,0.008277,0.0,bigram
committee approved,0.004702,0.0,0.009504,0.0,bigram
ne,0.004702,0.0,0.008141,0.0,unigram
certifications,0.004702,0.011129,0.0,0.0,unigram
roll ai,0.004702,0.006845,0.0,0.0,bigram
multiple channels,0.004702,0.006866,0.0,0.0,bigram
gdpr,0.004702,0.006866,0.0,0.0,unigram
love,0.004702,0.0,0.0,0.037716,unigram
renewed,0.004702,0.005889,0.0,0.0,unigram
significance,0.004702,0.0,0.008141,0.0,unigram
good customer,0.004702,0.006845,0.0,0.0,bigram
showing,0.004702,0.006845,0.0,0.0,unigram
customer expectations,0.004702,0.006866,0.0,0.0,bigram
exclusions,0.004702,0.006845,0.0,0.0,unigram
evs,0.004702,0.006845,0.0,0.0,unigram
adoption new,0.004702,0.005791,0.0,0.0,bigram
resilience cyber,0.004702,0.0,0.008277,0.0,bigram
strong platform,0.004702,0.006866,0.0,0.0,bigram
comparison,0.004702,0.006845,0.0,0.0,unigram
customers board,0.004702,0.006845,0.0,0.0,bigram
marks,0.004702,0.005889,0.0,0.0,unigram
signs,0.004702,0.005791,0.0,0.0,unigram
committee technology,0.004702,0.0,0.008919,0.0,bigram
chinese,0.004702,0.0,0.007864,0.0,unigram
market risk,0.004702,0.0,0.015101,0.0,bigram
market intelligence,0.004702,0.005791,0.0,0.0,bigram
better serve,0.004702,0.005889,0.0,0.0,bigram
ease,0.004702,0.0,0.009504,0.0,unigram
posture,0.004702,0.0,0.006097,0.0,unigram
predict,0.004702,0.0,0.008277,0.0,unigram
price comparison,0.004702,0.006845,0.0,0.0,bigram
demonstrated,0.004702,0.0,0.006097,0.0,unigram
procedural,0.004702,0.005889,0.0,0.0,unigram
resulted,0.004702,0.005791,0.0,0.0,unigram
centralise,0.004702,0.0,0.008277,0.0,unigram
younger,0.004702,0.005791,0.0,0.0,unigram
accelerated investment,0.004702,0.005791,0.0,0.0,bigram
reviews stress,0.004702,0.005791,0.0,0.0,bigram
risks facing,0.004702,0.0,0.008919,0.0,bigram
review approval,0.004702,0.005889,0.0,0.0,bigram
risk group,0.004615,0.0,0.019901,0.0,bigram
accelerate,0.004615,0.019305,0.0,0.0,unigram
frictionless,0.004615,0.008997,0.007469,0.0,unigram
following completion,0.004615,0.006176,0.005501,0.0,bigram
responsible business,0.004615,0.006195,0.012014,0.0,bigram
servicing,0.004615,0.0,0.039888,0.0,unigram
day day,0.004615,0.005226,0.0144,0.0,bigram
opportunities enhance,0.004615,0.005226,0.005501,0.0,bigram
digital asset,0.004615,0.005226,0.0144,0.0,bigram
know,0.004615,0.008997,0.007469,0.0,unigram
spanning,0.004615,0.015356,0.0,0.0,unigram
expert,0.004615,0.005314,0.012438,0.0,unigram
performed,0.004615,0.006195,0.007096,0.0,unigram
ai cyber,0.004615,0.006195,0.007346,0.0,bigram
seven,0.004615,0.006195,0.008048,0.0,unigram
shareholding,0.004615,0.006176,0.007096,0.0,unigram
new risks,0.004615,0.006195,0.007469,0.0,bigram
new business,0.004615,0.015268,0.0,0.0,bigram
types,0.004612,0.020054,0.0,0.0,unigram
reputation,0.004266,0.018248,0.006225,0.0,unigram
corruption,0.004257,0.006195,0.007469,0.0,unigram
short term,0.004257,0.005314,0.008576,0.0,bigram
advanced technology,0.004257,0.006195,0.007346,0.0,bigram
greenhouse gas,0.004257,0.006195,0.008576,0.0,bigram
solutions help,0.004257,0.016666,0.0,0.0,bigram
drive innovation,0.004257,0.006195,0.007096,0.0,bigram
exploring,0.004257,0.010457,0.007346,0.0,unigram
experimentation,0.004257,0.005314,0.005501,0.0,unigram
launched new,0.004257,0.006176,0.007469,0.0,bigram
annual general,0.004257,0.006195,0.008576,0.0,bigram
cyber threats,0.004257,0.0,0.013549,0.0,bigram
ai artificial,0.004257,0.006195,0.008576,0.0,bigram
agm annual,0.004257,0.006195,0.008576,0.0,bigram
greenhouse,0.004257,0.006195,0.008576,0.0,unigram
ended,0.004257,0.005226,0.007096,0.0,unigram
border,0.004257,0.008848,0.007096,0.0,unigram
posting inappropriate,0.004257,0.0,0.014442,0.0,bigram
flows,0.004257,0.015268,0.0,0.0,unigram
bribery corruption,0.004257,0.006195,0.007469,0.0,bigram
year ended,0.004257,0.005226,0.007096,0.0,bigram
cross border,0.004257,0.005226,0.007096,0.0,bigram
gas,0.004257,0.006195,0.008576,0.0,unigram
bribery,0.004257,0.006195,0.007469,0.0,unigram
footprint,0.004257,0.005226,0.012438,0.0,unigram
genai generative,0.004257,0.006195,0.008576,0.0,bigram
general meeting,0.004257,0.006195,0.008576,0.0,bigram
initiatives including,0.004257,0.015356,0.0,0.0,bigram
risk controls,0.004257,0.0,0.015516,0.0,bigram
mitigation,0.004243,0.01149,0.0,0.0,unigram
adaptability,0.004243,0.018891,0.0,0.0,unigram
covers,0.004243,0.015803,0.0,0.0,unigram
distribution channels,0.004243,0.014222,0.0,0.0,bigram
solve,0.004243,0.014222,0.0,0.0,unigram
agent,0.004243,0.006176,0.005501,0.0,unigram
review group,0.004243,0.005314,0.005501,0.0,bigram
questions,0.004243,0.006195,0.008048,0.0,unigram
solving,0.004243,0.010539,0.0,0.0,unigram
committee management,0.004243,0.005314,0.008048,0.0,bigram
apprenticeship,0.004243,0.011402,0.0,0.0,unigram
problem,0.004243,0.010539,0.0,0.0,unigram
problem solving,0.004243,0.010539,0.0,0.0,bigram
support group,0.004228,0.014067,0.00504,0.0,bigram
proactive,0.004228,0.01533,0.0,0.0,unigram
cyber risk,0.004228,0.004867,0.012412,0.0,bigram
close,0.004228,0.004867,0.006842,0.057246,unigram
presentation,0.004211,0.005791,0.0,0.0,unigram
adding,0.004211,0.006845,0.0,0.0,unigram
board ai,0.004211,0.0,0.0,0.037716,bigram
focus risk,0.004211,0.011129,0.0,0.0,bigram
chair risk,0.004211,0.005889,0.0,0.0,bigram
significant progress,0.004211,0.006845,0.0,0.0,bigram
friction,0.004211,0.011129,0.0,0.0,unigram
accurate data,0.004211,0.006866,0.0,0.0,bigram
risk models,0.004211,0.00997,0.0,0.0,bigram
match,0.004211,0.0,0.006097,0.0,unigram
ability deliver,0.004211,0.005889,0.0,0.0,bigram
countries,0.004211,0.005791,0.0,0.0,unigram
activities strategy,0.004211,0.0,0.006097,0.0,bigram
section website,0.004211,0.0,0.015958,0.0,bigram
stakeholder interests,0.004211,0.005791,0.0,0.0,bigram
understanding business,0.004211,0.006866,0.0,0.0,bigram
ai key,0.004211,0.006845,0.0,0.0,bigram
executive committee,0.004211,0.0,0.009504,0.0,bigram
infrastructure growth,0.004211,0.005791,0.0,0.0,bigram
programmes including,0.004211,0.011129,0.0,0.0,bigram
processes enabling,0.004211,0.0,0.009504,0.0,bigram
engagement survey,0.004211,0.0,0.007864,0.0,bigram
creates opportunity,0.004211,0.006866,0.0,0.0,bigram
undertake,0.004211,0.005791,0.0,0.0,unigram
modular,0.004211,0.012358,0.0,0.0,unigram
attendance,0.004211,0.0,0.006097,0.0,unigram
ai partnership,0.004211,0.0,0.006097,0.0,bigram
security board,0.004211,0.0,0.008141,0.0,bigram
including growth,0.004211,0.005791,0.0,0.0,bigram
board undertook,0.004211,0.0,0.008141,0.0,bigram
verification,0.004211,0.006866,0.0,0.0,unigram
value creation,0.004211,0.0,0.007864,0.0,bigram
ll,0.004211,0.006845,0.0,0.0,unigram
survey results,0.004211,0.0,0.006097,0.0,bigram
proof,0.004211,0.0,0.006097,0.0,unigram
improves,0.004211,0.006845,0.0,0.0,unigram
political,0.004211,0.009806,0.0,0.0,unigram
portal,0.004211,0.006845,0.0,0.0,unigram
aum,0.004211,0.005791,0.0,0.0,unigram
enrich,0.004211,0.0,0.006097,0.0,unigram
brokers,0.004211,0.011589,0.0,0.0,unigram
focus ai,0.004211,0.009806,0.0,0.0,bigram
fo,0.004211,0.005889,0.0,0.0,unigram
locations,0.004211,0.006866,0.0,0.0,unigram
makes,0.004211,0.006866,0.0,0.0,unigram
ebitda,0.004211,0.011129,0.0,0.0,unigram
administrative,0.004211,0.006866,0.0,0.0,unigram
campaign,0.004211,0.005889,0.0,0.0,unigram
major platform,0.004211,0.005791,0.0,0.0,bigram
platforms including,0.004211,0.0,0.006097,0.0,bigram
people culture,0.004211,0.0,0.008141,0.0,bigram
development deployment,0.004211,0.0,0.006097,0.0,bigram
allowing customers,0.004211,0.0,0.009504,0.0,bigram
ledger,0.004211,0.011129,0.0,0.0,unigram
leverage range,0.004211,0.0,0.0,0.063859,bigram
customer matters,0.004211,0.0,0.008141,0.0,bigram
continued strategic,0.004211,0.005889,0.0,0.0,bigram
uniquely positioned,0.004211,0.011589,0.0,0.0,bigram
improper,0.004211,0.0,0.008277,0.0,unigram
enhanced data,0.004211,0.005791,0.0,0.0,bigram
enhance ability,0.004211,0.005791,0.0,0.0,bigram
int,0.004211,0.011129,0.0,0.0,unigram
pla,0.004211,0.005791,0.0,0.0,unigram
vertical,0.004211,0.006866,0.0,0.0,unigram
stra,0.004211,0.0,0.009504,0.0,unigram
governance new,0.004211,0.006845,0.0,0.0,bigram
centred,0.004211,0.009806,0.0,0.0,unigram
remuneration approach,0.004211,0.005791,0.0,0.0,bigram
figure,0.004211,0.0,0.009504,0.0,unigram
ins,0.004211,0.011129,0.0,0.0,unigram
remuneration policy,0.004211,0.0,0.006097,0.0,bigram
remuneration outcomes,0.004211,0.0,0.007864,0.0,bigram
service allowing,0.004211,0.0,0.009504,0.0,bigram
ongoing transformation,0.004211,0.006866,0.0,0.0,bigram
services products,0.004211,0.006866,0.0,0.0,bigram
partnerships expanded,0.004211,0.0,0.006097,0.0,bigram
drive productivity,0.004211,0.006866,0.0,0.0,bigram
launches,0.004211,0.005889,0.0,0.0,unigram
benchmarks,0.004211,0.005889,0.0,0.0,unigram
driven models,0.004211,0.006845,0.0,0.0,bigram
ai cloud,0.004211,0.006866,0.0,0.0,bigram
data leveraging,0.004211,0.005889,0.0,0.0,bigram
historical,0.004211,0.006845,0.0,0.0,unigram
championed,0.004211,0.005791,0.0,0.0,unigram
growth underpinned,0.004211,0.005791,0.0,0.0,bigram
unified,0.004211,0.0,0.006097,0.0,unigram
scheduled,0.004211,0.011625,0.0,0.0,unigram
update board,0.004211,0.006866,0.0,0.0,bigram
scale ai,0.004211,0.011589,0.0,0.0,bigram
combine,0.004211,0.006866,0.0,0.0,unigram
connecting,0.004211,0.005791,0.0,0.0,unigram
key areas,0.004211,0.0,0.015958,0.0,bigram
raising,0.004211,0.009806,0.0,0.0,unigram
concept,0.004211,0.005791,0.0,0.0,unigram
service delivery,0.004211,0.011129,0.0,0.0,bigram
half,0.004211,0.006866,0.0,0.0,unigram
strategic partnerships,0.004211,0.0,0.006097,0.0,bigram
outcomes engagement,0.004211,0.005889,0.0,0.0,bigram
amplifying,0.004211,0.006866,0.0,0.0,unigram
ai transformation,0.004211,0.006845,0.0,0.0,bigram
identity fraud,0.004211,0.006866,0.0,0.0,bigram
benefits pension,0.004211,0.0,0.006097,0.0,bigram
undertook,0.004211,0.0,0.008141,0.0,unigram
equally,0.004211,0.005889,0.0,0.0,unigram
realised,0.004211,0.006845,0.0,0.0,unigram
employed,0.004211,0.0,0.007864,0.0,unigram
matters people,0.004211,0.0,0.008141,0.0,bigram
em,0.004211,0.0,0.006097,0.0,unigram
mitigate risks,0.004211,0.0,0.0,0.037716,bigram
innovation technology,0.004211,0.006866,0.0,0.0,bigram
ai impact,0.004211,0.0,0.008141,0.0,bigram
year board,0.004211,0.0,0.008141,0.0,bigram
tools support,0.004211,0.011129,0.0,0.0,bigram
launching,0.003911,0.022623,0.007268,0.0,unigram
resilient,0.003911,0.016486,0.010676,0.0,unigram
schemes,0.003911,0.014987,0.004662,0.0,unigram
proportionate,0.0039,0.004787,0.012412,0.0,unigram
inappropriate journal,0.0039,0.0,0.013229,0.031176,bigram
employment,0.0039,0.004787,0.018681,0.0,unigram
scrutiny,0.0039,0.01533,0.0,0.0,unigram
posting,0.0039,0.004867,0.013229,0.0,unigram
stronger,0.003886,0.005658,0.011769,0.0,unigram
wellbeing,0.003886,0.004867,0.015033,0.0,unigram
daily,0.003886,0.018704,0.0,0.0,unigram
phase,0.003886,0.013899,0.0065,0.0,unigram
acceleration,0.003886,0.010445,0.0065,0.0,unigram
profitable growth,0.003886,0.019725,0.0,0.0,bigram
performing,0.003799,0.011402,0.0,0.0,unigram
evaluation,0.003799,0.010043,0.008048,0.0,unigram
drives,0.003799,0.01149,0.0,0.0,unigram
brand,0.003799,0.012371,0.0,0.0,unigram
resolve,0.003799,0.006195,0.007469,0.0,unigram
engagement team,0.003799,0.0,0.007096,0.034033,bigram
construction,0.003799,0.011402,0.0,0.0,unigram
parallel,0.003799,0.010539,0.0,0.0,unigram
scalability,0.003799,0.026206,0.016889,0.0,unigram
private credit,0.003799,0.014162,0.0,0.0,bigram
navigate,0.003799,0.018875,0.0,0.0,unigram
incorporation,0.003799,0.010043,0.008048,0.0,unigram
desktop,0.003799,0.005314,0.005501,0.0,unigram
companies act,0.003799,0.005314,0.007096,0.0,bigram
settlement,0.003799,0.02919,0.0,0.0,unigram
reshape,0.003799,0.0,0.007096,0.062492,unigram
record,0.003799,0.01149,0.0,0.0,unigram
ur,0.003799,0.006176,0.008048,0.0,unigram
business ai,0.003799,0.011509,0.0,0.0,bigram
participated,0.003799,0.0,0.013549,0.0,unigram
hour,0.003799,0.0,0.015516,0.0,unigram
matter,0.003608,0.004503,0.019375,0.0,unigram
profitable,0.003595,0.021369,0.006014,0.0,unigram
continuously,0.003595,0.013879,0.016866,0.0,unigram
tasks,0.003481,0.013899,0.006729,0.0,unigram
depth,0.003481,0.0,0.011769,0.057246,unigram
highlights,0.003481,0.010525,0.006729,0.0,unigram
treasury,0.003481,0.021234,0.006842,0.0,unigram
creation,0.003481,0.004867,0.01154,0.0,unigram
potential risks,0.003481,0.013917,0.006729,0.0,bigram
applying,0.003481,0.01533,0.0,0.0,unigram
bank wide,0.003441,0.005791,0.0,0.0,bigram
oversight fraud,0.003441,0.005889,0.0,0.0,bigram
ai create,0.003441,0.011625,0.0,0.0,bigram
quicker,0.003441,0.005889,0.0,0.0,unigram
banking financial,0.003441,0.005791,0.0,0.0,bigram
collective,0.003441,0.005889,0.0,0.0,unigram
estimation uncertainty,0.003441,0.0,0.008919,0.0,bigram
intelligence operational,0.003441,0.006845,0.0,0.0,bigram
intelligence large,0.003441,0.0,0.008277,0.0,bigram
stage,0.003441,0.006866,0.0,0.0,unigram
outsourced,0.003441,0.0,0.008277,0.0,unigram
recommendations,0.003441,0.006866,0.0,0.0,unigram
uk example,0.003441,0.006845,0.0,0.0,bigram
fairness respect,0.003441,0.006866,0.0,0.0,bigram
failure manage,0.003441,0.006866,0.0,0.0,bigram
parker review,0.003441,0.0,0.010323,0.0,bigram
ethical social,0.003441,0.0,0.015958,0.0,bigram
support growth,0.003441,0.005791,0.0,0.0,bigram
affordable,0.003441,0.0,0.008141,0.0,unigram
control frameworks,0.003441,0.0,0.007864,0.0,bigram
fees,0.003441,0.0,0.007864,0.0,unigram
systems including,0.003441,0.011129,0.0,0.0,bigram
growth remain,0.003441,0.0,0.008141,0.0,bigram
opinion,0.003441,0.005889,0.0,0.0,unigram
operational risks,0.003441,0.0,0.0,0.069255,bigram
purpose strategy,0.003441,0.0,0.007864,0.0,bigram
tool enables,0.003441,0.006845,0.0,0.0,bigram
continue focus,0.003441,0.006866,0.0,0.0,bigram
guardrails ensure,0.003441,0.005889,0.0,0.0,bigram
service customer,0.003441,0.0,0.008141,0.0,bigram
intelligence quantum,0.003441,0.006845,0.0,0.0,bigram
options,0.003441,0.0,0.008141,0.0,unigram
operational processes,0.003441,0.011129,0.0,0.0,bigram
services industry,0.003441,0.0,0.015958,0.0,bigram
investing ai,0.003441,0.006845,0.0,0.0,bigram
unlock potential,0.003441,0.0,0.008919,0.0,bigram
ai approach,0.003441,0.006845,0.0,0.0,bigram
inform,0.003441,0.005889,0.0,0.0,unigram
workforce planning,0.003441,0.0,0.009504,0.0,bigram
marking,0.003441,0.005791,0.0,0.0,unigram
marking methodology,0.003441,0.005791,0.0,0.0,bigram
deferred tax,0.003441,0.005889,0.0,0.0,bigram
deliver products,0.003441,0.006866,0.0,0.0,bigram
ai potential,0.003441,0.0,0.006097,0.0,bigram
ai helping,0.003441,0.005791,0.0,0.0,bigram
assistants,0.003441,0.006845,0.0,0.0,unigram
articulation,0.003441,0.0,0.006097,0.0,unigram
business customer,0.003441,0.0,0.006097,0.0,bigram
received assurance,0.003441,0.005791,0.0,0.0,bigram
partially offset,0.003441,0.0,0.007864,0.0,bigram
involves,0.003441,0.0,0.008919,0.0,unigram
high growth,0.003441,0.005889,0.0,0.0,bigram
ai transform,0.003441,0.006845,0.0,0.0,bigram
parker,0.003441,0.0,0.010323,0.0,unigram
business automation,0.003441,0.0,0.009504,0.0,bigram
corporate clients,0.003441,0.0,0.013784,0.0,bigram
tools supporting,0.003441,0.0,0.009504,0.0,bigram
market participants,0.003441,0.006845,0.0,0.0,bigram
fraud prevention,0.003441,0.005889,0.0,0.0,bigram
assessed indicators,0.003441,0.005791,0.0,0.0,bigram
market share,0.003441,0.005791,0.0,0.0,bigram
founded,0.003441,0.005889,0.0,0.0,unigram
foster,0.003441,0.006866,0.0,0.0,unigram
aggregate bias,0.003441,0.005791,0.0,0.0,bigram
agile ai,0.003441,0.0,0.008919,0.0,bigram
controls ai,0.003441,0.0,0.008919,0.0,bigram
controls designed,0.003441,0.005889,0.0,0.0,bigram
continue simplify,0.003441,0.006845,0.0,0.0,bigram
continued embed,0.003441,0.005889,0.0,0.0,bigram
customers impact,0.003441,0.006845,0.0,0.0,bigram
adversely impact,0.003441,0.0,0.008141,0.0,bigram
group expects,0.003441,0.0,0.007864,0.0,bigram
leagues,0.003441,0.006845,0.0,0.0,unigram
lear,0.003441,0.0,0.008277,0.0,unigram
background,0.003441,0.0,0.008141,0.0,unigram
automating,0.003441,0.005889,0.0,0.0,unigram
automation key,0.003441,0.011129,0.0,0.0,bigram
automation operational,0.003441,0.011129,0.0,0.0,bigram
opened,0.003441,0.006845,0.0,0.0,unigram
constantly evolving,0.003441,0.0,0.015958,0.0,bigram
digital journeys,0.003441,0.0,0.006097,0.0,bigram
digital technology,0.003441,0.005791,0.0,0.0,bigram
developed ai,0.003441,0.006845,0.0,0.0,bigram
stablecoin,0.003441,0.011129,0.0,0.0,unigram
spotlights,0.003441,0.005889,0.0,0.0,unigram
use automation,0.003441,0.0,0.008277,0.0,bigram
greater capital,0.003441,0.0,0.0,0.037716,bigram
driven higher,0.003441,0.006866,0.0,0.0,bigram
financial conduct,0.003441,0.0,0.009504,0.0,bigram
takes,0.003441,0.0,0.008141,0.0,unigram
phone,0.003441,0.006866,0.0,0.0,unigram
improve risk,0.003441,0.0,0.008919,0.0,bigram
andand,0.003441,0.0,0.008277,0.0,unigram
aggregate,0.003441,0.005791,0.0,0.0,unigram
customer view,0.003441,0.0,0.009504,0.0,bigram
ensure technology,0.003441,0.0,0.006097,0.0,bigram
notable,0.003441,0.005791,0.0,0.0,unigram
improved risk,0.003441,0.0,0.008277,0.0,bigram
bots,0.003441,0.006866,0.0,0.0,unigram
programming,0.003441,0.006866,0.0,0.0,unigram
progress simplification,0.003441,0.006845,0.0,0.0,bigram
instrument,0.003441,0.005791,0.0,0.0,unigram
geographic,0.003441,0.0,0.007864,0.0,unigram
needed deliver,0.003441,0.006866,0.0,0.0,bigram
auma,0.003441,0.0,0.013784,0.0,unigram
expectation,0.003441,0.0,0.006097,0.0,unigram
goal setting,0.003441,0.005791,0.0,0.0,bigram
cryptocurrencies,0.003441,0.0,0.008919,0.0,unigram
financial instrument,0.003441,0.005791,0.0,0.0,bigram
advance,0.003441,0.005791,0.0,0.0,unigram
touch,0.003441,0.0,0.016091,0.0,unigram
scotland,0.003441,0.011589,0.0,0.0,unigram
ai safety,0.003441,0.005791,0.0,0.0,bigram
view ai,0.003441,0.005791,0.0,0.0,bigram
severity,0.003441,0.0,0.006097,0.0,unigram
leveraging technology,0.003441,0.005889,0.0,0.0,bigram
instrument marking,0.003441,0.005791,0.0,0.0,bigram
enhance risk,0.003441,0.006866,0.0,0.0,bigram
entering,0.003441,0.005791,0.0,0.0,unigram
surpassing,0.003441,0.005889,0.0,0.0,unigram
applic,0.003441,0.011129,0.0,0.0,unigram
prospects business,0.003441,0.0,0.0,0.037716,bigram
external perspectives,0.003441,0.0,0.008141,0.0,bigram
stepped,0.003441,0.0,0.009504,0.0,unigram
application programming,0.003441,0.006866,0.0,0.0,bigram
customers party,0.003441,0.0,0.008141,0.0,bigram
releases,0.003441,0.006845,0.0,0.0,unigram
addresses,0.003441,0.006866,0.0,0.0,unigram
shown,0.003441,0.0,0.008141,0.0,unigram
management controls,0.003441,0.006845,0.0,0.0,bigram
associated artificial,0.003441,0.0,0.008141,0.0,bigram
adopt,0.003441,0.0,0.008141,0.0,unigram
develops,0.003441,0.011129,0.0,0.0,unigram
driven tools,0.003441,0.0,0.008277,0.0,bigram
customers ai,0.003441,0.0,0.008277,0.0,bigram
develops new,0.003441,0.011129,0.0,0.0,bigram
device,0.003441,0.006866,0.0,0.0,unigram
new regulatory,0.003441,0.011129,0.0,0.0,bigram
cognitive,0.003441,0.0,0.009504,0.0,unigram
deep dives,0.003441,0.0,0.008141,0.0,bigram
expanding digital,0.003441,0.005791,0.0,0.0,bigram
search,0.003441,0.006845,0.0,0.0,unigram
determining,0.003441,0.0,0.007864,0.0,unigram
end year,0.003441,0.0,0.008141,0.0,bigram
expects,0.003441,0.0,0.007864,0.0,unigram
experience customers,0.003441,0.005889,0.0,0.0,bigram
significant investment,0.003441,0.005791,0.0,0.0,bigram
fte,0.003441,0.009806,0.0,0.0,unigram
frontline,0.003441,0.0,0.006097,0.0,unigram
future events,0.003441,0.0,0.008141,0.0,bigram
engagement opportunities,0.003441,0.0,0.008919,0.0,bigram
single customer,0.003441,0.0,0.009504,0.0,bigram
dependent,0.003441,0.005791,0.0,0.0,unigram
board provided,0.003441,0.005791,0.0,0.0,bigram
inherent risk,0.003441,0.0,0.008141,0.0,bigram
initial,0.003441,0.005791,0.0,0.0,unigram
increasing use,0.003441,0.0,0.008277,0.0,bigram
capabilities including,0.003441,0.011129,0.0,0.0,bigram
strong focus,0.003441,0.011129,0.0,0.0,bigram
rolled ai,0.003441,0.006845,0.0,0.0,bigram
response technology,0.003441,0.005889,0.0,0.0,bigram
modernise,0.003441,0.011129,0.0,0.0,unigram
modernised,0.003441,0.006845,0.0,0.0,unigram
approach implementation,0.003441,0.0,0.008919,0.0,bigram
effective use,0.003441,0.0,0.007864,0.0,bigram
appropriate support,0.003441,0.011129,0.0,0.0,bigram
bias financial,0.003441,0.005791,0.0,0.0,bigram
independent director,0.003441,0.005791,0.0,0.0,bigram
information used,0.003441,0.0,0.008919,0.0,bigram
private banking,0.003441,0.005791,0.0,0.0,bigram
ai generated,0.003441,0.0,0.006097,0.0,bigram
better value,0.003441,0.006845,0.0,0.0,bigram
powered technology,0.003441,0.005889,0.0,0.0,bigram
indicators aggregate,0.003441,0.005791,0.0,0.0,bigram
retailers,0.003441,0.0,0.0,0.037716,unigram
board approval,0.003441,0.0,0.008919,0.0,bigram
board committee,0.003441,0.0,0.009504,0.0,bigram
board meeting,0.003441,0.0,0.008141,0.0,bigram
increase risk,0.003441,0.006866,0.0,0.0,bigram
billion end,0.003441,0.0,0.015958,0.0,bigram
bilateral,0.003441,0.005791,0.0,0.0,unigram
prevent fraud,0.003441,0.006866,0.0,0.0,bigram
ai opportunities,0.003441,0.0,0.008919,0.0,bigram
frequent,0.003441,0.006866,0.0,0.0,unigram
actions artificial,0.003441,0.006845,0.0,0.0,bigram
merging,0.003441,0.005889,0.0,0.0,unigram
merging risks,0.003441,0.005889,0.0,0.0,bigram
materiality,0.003441,0.0,0.008919,0.0,unigram
work underway,0.003441,0.0,0.009504,0.0,bigram
framework ensure,0.003441,0.011129,0.0,0.0,bigram
risks uncertainties,0.003441,0.0,0.006097,0.0,bigram
automation ai,0.003412,0.016569,0.014834,0.0,bigram
principal risks,0.003361,0.009086,0.018172,0.0,bigram
pressures,0.003361,0.021125,0.0,0.026868,unigram
advanced ai,0.003295,0.006866,0.0,0.0,bigram
actors use,0.003295,0.006845,0.0,0.0,bigram
work address,0.003295,0.006866,0.0,0.0,bigram
addition ai,0.003295,0.0,0.007864,0.0,bigram
addressing,0.003295,0.005791,0.0,0.0,unigram
workforce remuneration,0.003295,0.0,0.008141,0.0,bigram
resulting ai,0.003295,0.005889,0.0,0.0,bigram
rulings,0.003295,0.006866,0.0,0.0,unigram
reviewed approved,0.003295,0.006845,0.0,0.0,bigram
rewards,0.003295,0.0,0.0,0.079151,unigram
responsible adoption,0.003295,0.0,0.013315,0.0,bigram
accounting financials,0.003295,0.0,0.009504,0.0,bigram
risk bias,0.003295,0.0,0.006097,0.0,bigram
adoption use,0.003295,0.005791,0.0,0.0,bigram
attackers,0.003295,0.0,0.008277,0.0,unigram
prudent,0.003295,0.006866,0.0,0.0,unigram
saw,0.003295,0.0,0.006097,0.0,unigram
remit,0.003295,0.0,0.010323,0.0,unigram
ai platform,0.003295,0.006845,0.0,0.0,bigram
ai investors,0.003295,0.006845,0.0,0.0,bigram
ai information,0.003295,0.006866,0.0,0.0,bigram
ai increased,0.003295,0.006866,0.0,0.0,bigram
