term,term_type,document_frequency,document_frequency_pct,idf,total_count
modernised,unigram,2,10.0,2.9459,2
modernising,unigram,2,10.0,2.9459,2
modify,unigram,2,10.0,2.9459,2
monetise,unigram,2,10.0,2.9459,2
monitor customer,bigram,2,10.0,2.9459,2
monitor emerging,bigram,2,10.0,2.9459,2
monitored business,bigram,2,10.0,2.9459,2
monthly,unigram,2,10.0,2.9459,2
months,unigram,2,10.0,2.9459,2
multi step,bigram,2,10.0,2.9459,2
multiple channels,bigram,2,10.0,2.9459,2
nation,unigram,2,10.0,2.9459,2
national,unigram,2,10.0,2.9459,2
navigated,unigram,2,10.0,2.9459,2
navigating,unigram,2,10.0,2.9459,2
ne,unigram,2,10.0,2.9459,2
needed deliver,bigram,2,10.0,2.9459,2
needing,unigram,2,10.0,2.9459,2
needs customers,bigram,2,10.0,2.9459,2
neobanks,unigram,2,10.0,2.9459,2
net worth,bigram,2,10.0,2.9459,2
networks,unigram,2,10.0,2.9459,2
new board,bigram,2,10.0,2.9459,2
new continue,bigram,2,10.0,2.9459,2
new customer,bigram,2,10.0,2.9459,2
new customers,bigram,2,10.0,2.9459,2
new product,bigram,2,10.0,2.9459,2
new regulatory,bigram,2,10.0,2.9459,2
new services,bigram,2,10.0,2.9459,2
new sustainable,bigram,2,10.0,2.9459,2
newly introduced,bigram,2,10.0,2.9459,2
nominations,unigram,2,10.0,2.9459,2
nominee,unigram,2,10.0,2.9459,2
normal course,bigram,2,10.0,2.9459,2
notable,unigram,2,10.0,2.9459,2
nps,unigram,2,10.0,2.9459,2
number active,bigram,2,10.0,2.9459,2
number employees,bigram,2,10.0,2.9459,2
numbers,unigram,2,10.0,2.9459,2
numerous,unigram,2,10.0,2.9459,2
occur,unigram,2,10.0,2.9459,2
offe,unigram,2,10.0,2.9459,2
offered,unigram,2,10.0,2.9459,2
officer head,bigram,2,10.0,2.9459,2
ongoing geopolitical,bigram,2,10.0,2.9459,2
ongoing investment,bigram,2,10.0,2.9459,2
ongoing transformation,bigram,2,10.0,2.9459,2
opened,unigram,2,10.0,2.9459,2
openness,unigram,2,10.0,2.9459,2
operating models,bigram,2,10.0,2.9459,2
operational excellence,bigram,2,10.0,2.9459,2
operational model,bigram,2,10.0,2.9459,2
operational processes,bigram,2,10.0,2.9459,2
operational risks,bigram,2,10.0,2.9459,2
operations reducing,bigram,2,10.0,2.9459,2
opinion,unigram,2,10.0,2.9459,2
opportunities challenges,bigram,2,10.0,2.9459,2
opportunities customers,bigram,2,10.0,2.9459,2
opportunities including,bigram,2,10.0,2.9459,2
opportunity group,bigram,2,10.0,2.9459,2
opportunity risk,bigram,2,10.0,2.9459,2
options,unigram,2,10.0,2.9459,2
origination,unigram,2,10.0,2.9459,2
outcomes customers,bigram,2,10.0,2.9459,2
outcomes engagement,bigram,2,10.0,2.9459,2
outsourced,unigram,2,10.0,2.9459,2
outstanding,unigram,2,10.0,2.9459,2
overall capital,bigram,2,10.0,2.9459,2
overall risk,bigram,2,10.0,2.9459,2
overseeing group,bigram,2,10.0,2.9459,2
oversight fraud,bigram,2,10.0,2.9459,2
oversight strategic,bigram,2,10.0,2.9459,2
owners,unigram,2,10.0,2.9459,2
pace development,bigram,2,10.0,2.9459,2
page including,bigram,2,10.0,2.9459,2
partially offset,bigram,2,10.0,2.9459,2
participates,unigram,2,10.0,2.9459,2
participating,unigram,2,10.0,2.9459,2
partnering,unigram,2,10.0,2.9459,2
partnership carbon,bigram,2,10.0,2.9459,2
partnerships expanded,bigram,2,10.0,2.9459,2
patterns,unigram,2,10.0,2.9459,2
payment infrastructure,bigram,2,10.0,2.9459,2
pcaf,unigram,2,10.0,2.9459,2
people culture,bigram,2,10.0,2.9459,2
people systems,bigram,2,10.0,2.9459,2
perception,unigram,2,10.0,2.9459,2
performance market,bigram,2,10.0,2.9459,2
person,unigram,2,10.0,2.9459,2
personalised support,bigram,2,10.0,2.9459,2
pervasive,unigram,2,10.0,2.9459,2
phased,unigram,2,10.0,2.9459,2
phone,unigram,2,10.0,2.9459,2
pla,unigram,2,10.0,2.9459,2
place work,bigram,2,10.0,2.9459,2
platform business,bigram,2,10.0,2.9459,2
platforms including,bigram,2,10.0,2.9459,2
played,unigram,2,10.0,2.9459,2
poor,unigram,2,10.0,2.9459,2
portal,unigram,2,10.0,2.9459,2
poses,unigram,2,10.0,2.9459,2
position make,bigram,2,10.0,2.9459,2
positively,unigram,2,10.0,2.9459,2
posture,unigram,2,10.0,2.9459,2
potential fraud,bigram,2,10.0,2.9459,2
potential reshape,bigram,2,10.0,2.9459,2
powered coaching,bigram,2,10.0,2.9459,2
powered technology,bigram,2,10.0,2.9459,2
pportunities,unigram,2,10.0,2.9459,2
pra fca,bigram,2,10.0,2.9459,2
predict,unigram,2,10.0,2.9459,2
premises,unigram,2,10.0,2.9459,2
premises risk,bigram,2,10.0,2.9459,2
preparation,unigram,2,10.0,2.9459,2
prepare,unigram,2,10.0,2.9459,2
preparedness,unigram,2,10.0,2.9459,2
presentation,unigram,2,10.0,2.9459,2
presentations,unigram,2,10.0,2.9459,2
president,unigram,2,10.0,2.9459,2
prevent fraud,bigram,2,10.0,2.9459,2
price comparison,bigram,2,10.0,2.9459,2
pricing model,bigram,2,10.0,2.9459,2
pricing underwriting,bigram,2,10.0,2.9459,2
pride,unigram,2,10.0,2.9459,2
principles model,bigram,2,10.0,2.9459,2
prioritise,unigram,2,10.0,2.9459,2
prioritised,unigram,2,10.0,2.9459,2
prioritises,unigram,2,10.0,2.9459,2
privacy regulatory,bigram,2,10.0,2.9459,2
private banking,bigram,2,10.0,2.9459,2
problems,unigram,2,10.0,2.9459,2
procedural,unigram,2,10.0,2.9459,2
procedures relating,bigram,2,10.0,2.9459,2
process improvements,bigram,2,10.0,2.9459,2
processes ai,bigram,2,10.0,2.9459,2
processes enabling,bigram,2,10.0,2.9459,2
processes improve,bigram,2,10.0,2.9459,2
processes people,bigram,2,10.0,2.9459,2
processes review,bigram,2,10.0,2.9459,2
product offering,bigram,2,10.0,2.9459,2
product service,bigram,2,10.0,2.9459,2
product suite,bigram,2,10.0,2.9459,2
productivity internal,bigram,2,10.0,2.9459,2
products serve,bigram,2,10.0,2.9459,2
profiles,unigram,2,10.0,2.9459,2
profit tax,bigram,2,10.0,2.9459,2
program,unigram,2,10.0,2.9459,2
programmes including,bigram,2,10.0,2.9459,2
programming,unigram,2,10.0,2.9459,2
progre,unigram,2,10.0,2.9459,2
progress simplification,bigram,2,10.0,2.9459,2
progresses,unigram,2,10.0,2.9459,2
prohibited,unigram,2,10.0,2.9459,2
prohibiting,unigram,2,10.0,2.9459,2
promotion,unigram,2,10.0,2.9459,2
proof,unigram,2,10.0,2.9459,2
proofing,unigram,2,10.0,2.9459,2
properly,unigram,2,10.0,2.9459,2
proposals,unigram,2,10.0,2.9459,2
prospects business,bigram,2,10.0,2.9459,2
protecting customers,bigram,2,10.0,2.9459,2
protection regulation,bigram,2,10.0,2.9459,2
proud,unigram,2,10.0,2.9459,2
prove,unigram,2,10.0,2.9459,2
provide faster,bigram,2,10.0,2.9459,2
provided board,bigram,2,10.0,2.9459,2
provided opportunity,bigram,2,10.0,2.9459,2
providers business,bigram,2,10.0,2.9459,2
provides tools,bigram,2,10.0,2.9459,2
providing support,bigram,2,10.0,2.9459,2
prudent,unigram,2,10.0,2.9459,2
prudential,unigram,2,10.0,2.9459,2
prudential regulation,bigram,2,10.0,2.9459,2
psychological,unigram,2,10.0,2.9459,2
psychological safety,bigram,2,10.0,2.9459,2
purpose strategy,bigram,2,10.0,2.9459,2
pursuing,unigram,2,10.0,2.9459,2
push,unigram,2,10.0,2.9459,2
quality monitoring,bigram,2,10.0,2.9459,2
queries resolved,bigram,2,10.0,2.9459,2
quicker,unigram,2,10.0,2.9459,2
rapid advances,bigram,2,10.0,2.9459,2
rapid developments,bigram,2,10.0,2.9459,2
rapid growth,bigram,2,10.0,2.9459,2
rapidly advancing,bigram,2,10.0,2.9459,2
rate cuts,bigram,2,10.0,2.9459,2
ratings,unigram,2,10.0,2.9459,2
rational,unigram,2,10.0,2.9459,2
realised,unigram,2,10.0,2.9459,2
realising,unigram,2,10.0,2.9459,2
reason,unigram,2,10.0,2.9459,2
received assurance,bigram,2,10.0,2.9459,2
received training,bigram,2,10.0,2.9459,2
recommendation,unigram,2,10.0,2.9459,2
recommendations,unigram,2,10.0,2.9459,2
reduce demand,bigram,2,10.0,2.9459,2
reduces,unigram,2,10.0,2.9459,2
reducing complexity,bigram,2,10.0,2.9459,2
reflected,unigram,2,10.0,2.9459,2
regimes,unigram,2,10.0,2.9459,2
regions,unigram,2,10.0,2.9459,2
registered,unigram,2,10.0,2.9459,2
regularly review,bigram,2,10.0,2.9459,2
regulators ai,bigram,2,10.0,2.9459,2
regulatory developments,bigram,2,10.0,2.9459,2
regulatory focus,bigram,2,10.0,2.9459,2
regulatory landscape,bigram,2,10.0,2.9459,2
regulatory sanctions,bigram,2,10.0,2.9459,2
reimagining,unigram,2,10.0,2.9459,2
reinforce,unigram,2,10.0,2.9459,2
reinforcing,unigram,2,10.0,2.9459,2
related cybersecurity,bigram,2,10.0,2.9459,2
related posting,bigram,2,10.0,2.9459,2
related processes,bigram,2,10.0,2.9459,2
related risk,bigram,2,10.0,2.9459,2
related valuation,bigram,2,10.0,2.9459,2
relating data,bigram,2,10.0,2.9459,2
releases,unigram,2,10.0,2.9459,2
relevant entity,bigram,2,10.0,2.9459,2
relevant identified,bigram,2,10.0,2.9459,2
remain largest,bigram,2,10.0,2.9459,2
remuneration approach,bigram,2,10.0,2.9459,2
remuneration outcomes,bigram,2,10.0,2.9459,2
remuneration policy,bigram,2,10.0,2.9459,2
renewable,unigram,2,10.0,2.9459,2
renewed,unigram,2,10.0,2.9459,2
report governance,bigram,2,10.0,2.9459,2
reporting committee,bigram,2,10.0,2.9459,2
reporting risk,bigram,2,10.0,2.9459,2
representatives,unigram,2,10.0,2.9459,2
represented,unigram,2,10.0,2.9459,2
represents,unigram,2,10.0,2.9459,2
reputational risks,bigram,2,10.0,2.9459,2
requirement,unigram,2,10.0,2.9459,2
requirements group,bigram,2,10.0,2.9459,2
reset,unigram,2,10.0,2.9459,2
reshaping financial,bigram,2,10.0,2.9459,2
resilience cyber,bigram,2,10.0,2.9459,2
resilience security,bigram,2,10.0,2.9459,2
resolved,unigram,2,10.0,2.9459,2
respect group,bigram,2,10.0,2.9459,2
responding,unigram,2,10.0,2.9459,2
response technology,bigram,2,10.0,2.9459,2
responsible ethical,bigram,2,10.0,2.9459,2
rest,unigram,2,10.0,2.9459,2
result increased,bigram,2,10.0,2.9459,2
result reputational,bigram,2,10.0,2.9459,2
result significant,bigram,2,10.0,2.9459,2
resulted,unigram,2,10.0,2.9459,2
resulting ai,bigram,2,10.0,2.9459,2
retail customers,bigram,2,10.0,2.9459,2
retailers,unigram,2,10.0,2.9459,2
return,unigram,2,10.0,2.9459,2
revenues,unigram,2,10.0,2.9459,2
review approval,bigram,2,10.0,2.9459,2
review board,bigram,2,10.0,2.9459,2
reviewed approved,bigram,2,10.0,2.9459,2
reviews stress,bigram,2,10.0,2.9459,2
right time,bigram,2,10.0,2.9459,2
ring,unigram,2,10.0,2.9459,2
risk analytics,bigram,2,10.0,2.9459,2
risk based,bigram,2,10.0,2.9459,2
risk bias,bigram,2,10.0,2.9459,2
risk considerations,bigram,2,10.0,2.9459,2
risk governance,bigram,2,10.0,2.9459,2
risk included,bigram,2,10.0,2.9459,2
risk level,bigram,2,10.0,2.9459,2
risk officer,bigram,2,10.0,2.9459,2
risk oversight,bigram,2,10.0,2.9459,2
risk policies,bigram,2,10.0,2.9459,2
risk potential,bigram,2,10.0,2.9459,2
risk product,bigram,2,10.0,2.9459,2
risk reports,bigram,2,10.0,2.9459,2
risks facing,bigram,2,10.0,2.9459,2
risks fraud,bigram,2,10.0,2.9459,2
risks management,bigram,2,10.0,2.9459,2
risks risk,bigram,2,10.0,2.9459,2
risks security,bigram,2,10.0,2.9459,2
risks uncertainties,bigram,2,10.0,2.9459,2
rmf,unigram,2,10.0,2.9459,2
roadmap,unigram,2,10.0,2.9459,2
roll ai,bigram,2,10.0,2.9459,2
rolled ai,bigram,2,10.0,2.9459,2
routine tasks,bigram,2,10.0,2.9459,2
rulings,unigram,2,10.0,2.9459,2
russia,unigram,2,10.0,2.9459,2
russia ukraine,bigram,2,10.0,2.9459,2
safe effective,bigram,2,10.0,2.9459,2
saudi,unigram,2,10.0,2.9459,2
saw,unigram,2,10.0,2.9459,2
scalable ai,bigram,2,10.0,2.9459,2
scheme,unigram,2,10.0,2.9459,2
scores,unigram,2,10.0,2.9459,2
seamless digital,bigram,2,10.0,2.9459,2
search,unigram,2,10.0,2.9459,2
second line,bigram,2,10.0,2.9459,2
secretary,unigram,2,10.0,2.9459,2
section website,bigram,2,10.0,2.9459,2
securities,unigram,2,10.0,2.9459,2
security board,bigram,2,10.0,2.9459,2
security risks,bigram,2,10.0,2.9459,2
security support,bigram,2,10.0,2.9459,2
seeks,unigram,2,10.0,2.9459,2
selected,unigram,2,10.0,2.9459,2
sell,unigram,2,10.0,2.9459,2
senior leader,bigram,2,10.0,2.9459,2
series,unigram,2,10.0,2.9459,2
service allowing,bigram,2,10.0,2.9459,2
service customer,bigram,2,10.0,2.9459,2
service delivery,bigram,2,10.0,2.9459,2
services business,bigram,2,10.0,2.9459,2
services financial,bigram,2,10.0,2.9459,2
services including,bigram,2,10.0,2.9459,2
services industry,bigram,2,10.0,2.9459,2
services products,bigram,2,10.0,2.9459,2
set new,bigram,2,10.0,2.9459,2
seven years,bigram,2,10.0,2.9459,2
severity,unigram,2,10.0,2.9459,2
share buybacks,bigram,2,10.0,2.9459,2
shared ownership,bigram,2,10.0,2.9459,2
shared risk,bigram,2,10.0,2.9459,2
shareholding requirements,bigram,2,10.0,2.9459,2
sharing insights,bigram,2,10.0,2.9459,2
showing,unigram,2,10.0,2.9459,2
shown,unigram,2,10.0,2.9459,2
shows,unigram,2,10.0,2.9459,2
significance,unigram,2,10.0,2.9459,2
significant investment,bigram,2,10.0,2.9459,2
significant progress,bigram,2,10.0,2.9459,2
signs,unigram,2,10.0,2.9459,2
simplify automate,bigram,2,10.0,2.9459,2
siness,unigram,2,10.0,2.9459,2
single customer,bigram,2,10.0,2.9459,2
sir,unigram,2,10.0,2.9459,2
sir john,bigram,2,10.0,2.9459,2
skilled,unigram,2,10.0,2.9459,2
skills enable,bigram,2,10.0,2.9459,2
skills including,bigram,2,10.0,2.9459,2
slavery human,bigram,2,10.0,2.9459,2
small medium,bigram,2,10.0,2.9459,2
smaller,unigram,2,10.0,2.9459,2
sme customers,bigram,2,10.0,2.9459,2
software group,bigram,2,10.0,2.9459,2
solutions ai,bigram,2,10.0,2.9459,2
solutions evolving,bigram,2,10.0,2.9459,2
sources data,bigram,2,10.0,2.9459,2
sovereignty,unigram,2,10.0,2.9459,2
spaces,unigram,2,10.0,2.9459,2
specialised,unigram,2,10.0,2.9459,2
specialists assist,bigram,2,10.0,2.9459,2
spotlights,unigram,2,10.0,2.9459,2
stablecoin,unigram,2,10.0,2.9459,2
stage,unigram,2,10.0,2.9459,2
stages,unigram,2,10.0,2.9459,2
stakeholder groups,bigram,2,10.0,2.9459,2
stakeholder interests,bigram,2,10.0,2.9459,2
stakeholder needs,bigram,2,10.0,2.9459,2
standing,unigram,2,10.0,2.9459,2
starting,unigram,2,10.0,2.9459,2
statements year,bigram,2,10.0,2.9459,2
stay ahead,bigram,2,10.0,2.9459,2
stepped,unigram,2,10.0,2.9459,2
stewardship,unigram,2,10.0,2.9459,2
stories,unigram,2,10.0,2.9459,2
stra,unigram,2,10.0,2.9459,2
strategic direction,bigram,2,10.0,2.9459,2
strategic esg,bigram,2,10.0,2.9459,2
strategic initiatives,bigram,2,10.0,2.9459,2
strategic partnerships,bigram,2,10.0,2.9459,2
strategy dedicated,bigram,2,10.0,2.9459,2
strategy execution,bigram,2,10.0,2.9459,2
strategy focus,bigram,2,10.0,2.9459,2
streamline operations,bigram,2,10.0,2.9459,2
strive,unigram,2,10.0,2.9459,2
strong focus,bigram,2,10.0,2.9459,2
strong platform,bigram,2,10.0,2.9459,2
su,unigram,2,10.0,2.9459,2
subject matter,bigram,2,10.0,2.9459,2
subsequent,unigram,2,10.0,2.9459,2
substantive,unigram,2,10.0,2.9459,2
successful execution,bigram,2,10.0,2.9459,2
successfully delivered,bigram,2,10.0,2.9459,2
succession,unigram,2,10.0,2.9459,2
sup,unigram,2,10.0,2.9459,2
support advanced,bigram,2,10.0,2.9459,2
support ai,bigram,2,10.0,2.9459,2
support growth,bigram,2,10.0,2.9459,2
support initiatives,bigram,2,10.0,2.9459,2
supporting future,bigram,2,10.0,2.9459,2
surpassing,unigram,2,10.0,2.9459,2
survey results,bigram,2,10.0,2.9459,2
sustainability disclosure,bigram,2,10.0,2.9459,2
sustainable growth,bigram,2,10.0,2.9459,2
swiftly,unigram,2,10.0,2.9459,2
systems data,bigram,2,10.0,2.9459,2
systems enable,bigram,2,10.0,2.9459,2
systems external,bigram,2,10.0,2.9459,2
systems including,bigram,2,10.0,2.9459,2
systems processes,bigram,2,10.0,2.9459,2
systems support,bigram,2,10.0,2.9459,2
takes,unigram,2,10.0,2.9459,2
tal,unigram,2,10.0,2.9459,2
tangible,unigram,2,10.0,2.9459,2
targets set,bigram,2,10.0,2.9459,2
tax planning,bigram,2,10.0,2.9459,2
taxes,unigram,2,10.0,2.9459,2
technolo,unigram,2,10.0,2.9459,2
technological change,bigram,2,10.0,2.9459,2
technologies generative,bigram,2,10.0,2.9459,2
technology automation,bigram,2,10.0,2.9459,2
technology committee,bigram,2,10.0,2.9459,2
technology developments,bigram,2,10.0,2.9459,2
technology estate,bigram,2,10.0,2.9459,2
technology risk,bigram,2,10.0,2.9459,2
technology usage,bigram,2,10.0,2.9459,2
tested,unigram,2,10.0,2.9459,2
testing appropriateness,bigram,2,10.0,2.9459,2
tests conducted,bigram,2,10.0,2.9459,2
thank,unigram,2,10.0,2.9459,2
thinking,unigram,2,10.0,2.9459,2
threaten,unigram,2,10.0,2.9459,2
threats including,bigram,2,10.0,2.9459,2
thrive,unigram,2,10.0,2.9459,2
timing,unigram,2,10.0,2.9459,2
tion,unigram,2,10.0,2.9459,2
tool enables,bigram,2,10.0,2.9459,2
tool used,bigram,2,10.0,2.9459,2
tools ai,bigram,2,10.0,2.9459,2
tools colleagues,bigram,2,10.0,2.9459,2
tools enhance,bigram,2,10.0,2.9459,2
tools like,bigram,2,10.0,2.9459,2
tools support,bigram,2,10.0,2.9459,2
tools supporting,bigram,2,10.0,2.9459,2
tracking,unigram,2,10.0,2.9459,2
trajectory,unigram,2,10.0,2.9459,2
transformation agenda,bigram,2,10.0,2.9459,2
transparency act,bigram,2,10.0,2.9459,2
travel,unigram,2,10.0,2.9459,2
treatment,unigram,2,10.0,2.9459,2
trend group,bigram,2,10.0,2.9459,2
trillion,unigram,2,10.0,2.9459,2
truly,unigram,2,10.0,2.9459,2
turn,unigram,2,10.0,2.9459,2
uk corporate,bigram,2,10.0,2.9459,2
uk eu,bigram,2,10.0,2.9459,2
uk example,bigram,2,10.0,2.9459,2
uk personal,bigram,2,10.0,2.9459,2
uk regulators,bigram,2,10.0,2.9459,2
ukraine,unigram,2,10.0,2.9459,2
ultimately,unigram,2,10.0,2.9459,2
unauthorised,unigram,2,10.0,2.9459,2
uncertain,unigram,2,10.0,2.9459,2
underpinning,unigram,2,10.0,2.9459,2
understanding ai,bigram,2,10.0,2.9459,2
understanding business,bigram,2,10.0,2.9459,2
understands,unigram,2,10.0,2.9459,2
undertake,unigram,2,10.0,2.9459,2
undertook,unigram,2,10.0,2.9459,2
unified,unigram,2,10.0,2.9459,2
union,unigram,2,10.0,2.9459,2
unique data,bigram,2,10.0,2.9459,2
units,unigram,2,10.0,2.9459,2
unlock potential,bigram,2,10.0,2.9459,2
unprecedented,unigram,2,10.0,2.9459,2
unrivalled,unigram,2,10.0,2.9459,2
update board,bigram,2,10.0,2.9459,2
updates group,bigram,2,10.0,2.9459,2
upgrading,unigram,2,10.0,2.9459,2
upskill,unigram,2,10.0,2.9459,2
use automation,bigram,2,10.0,2.9459,2
use case,bigram,2,10.0,2.9459,2
use genai,bigram,2,10.0,2.9459,2
use modern,bigram,2,10.0,2.9459,2
used train,bigram,2,10.0,2.9459,2
utilisation,unigram,2,10.0,2.9459,2
value creation,bigram,2,10.0,2.9459,2
value enabled,bigram,2,10.0,2.9459,2
verification,unigram,2,10.0,2.9459,2
vertical,unigram,2,10.0,2.9459,2
view ai,bigram,2,10.0,2.9459,2
viewed,unigram,2,10.0,2.9459,2
visits,unigram,2,10.0,2.9459,2
visits colleague,bigram,2,10.0,2.9459,2
vulnerability management,bigram,2,10.0,2.9459,2
wait,unigram,2,10.0,2.9459,2
want,unigram,2,10.0,2.9459,2
water,unigram,2,10.0,2.9459,2
weather,unigram,2,10.0,2.9459,2
weather events,bigram,2,10.0,2.9459,2
web services,bigram,2,10.0,2.9459,2
whistleblowing,unigram,2,10.0,2.9459,2
wi,unigram,2,10.0,2.9459,2
withdrawals,unigram,2,10.0,2.9459,2
work address,bigram,2,10.0,2.9459,2
work underway,bigram,2,10.0,2.9459,2
workforce engagement,bigram,2,10.0,2.9459,2
workforce planning,bigram,2,10.0,2.9459,2
workforce remuneration,bigram,2,10.0,2.9459,2
working environment,bigram,2,10.0,2.9459,2
world leading,bigram,2,10.0,2.9459,2
written,unigram,2,10.0,2.9459,2
www,unigram,2,10.0,2.9459,2
ye,unigram,2,10.0,2.9459,2
year board,bigram,2,10.0,2.9459,2
year directors,bigram,2,10.0,2.9459,2
year including,bigram,2,10.0,2.9459,2
year market,bigram,2,10.0,2.9459,2
yield,unigram,2,10.0,2.9459,2
younger,unigram,2,10.0,2.9459,2
